   1.0000000e+00   0.0000000e+00
   9.9975328e-01   5.7516224e-05
   9.9901336e-01   2.2959741e-04
   9.9778098e-01   5.1485293e-04
   9.9605735e-01   9.1100399e-04
   9.9384417e-01   1.4149406e-03
   9.9114363e-01   2.0227983e-03
   9.8795838e-01   2.7300517e-03
   9.8429158e-01   3.5316220e-03
   9.8014684e-01   4.4219934e-03
   9.7552826e-01   5.3953356e-03
   9.7044038e-01   6.4456268e-03
   9.6488824e-01   7.5667729e-03
   9.5887731e-01   8.7527201e-03
   9.5241353e-01   9.9975541e-03
   9.4550326e-01   1.1295586e-02
   9.3815334e-01   1.2641420e-02
   9.3037101e-01   1.4029998e-02
   9.2216396e-01   1.5456630e-02
   9.1354029e-01   1.6916997e-02
   9.0450850e-01   1.8407133e-02
   8.9507751e-01   1.9923389e-02
   8.8525662e-01   2.1462384e-02
   8.7505553e-01   2.3020930e-02
   8.6448431e-01   2.4595954e-02
   8.5355339e-01   2.6184414e-02
   8.4227355e-01   2.7783203e-02
   8.3065593e-01   2.9389061e-02
   8.1871199e-01   3.0998491e-02
   8.0645353e-01   3.2607684e-02
   7.9389263e-01   3.4212455e-02
   7.8104169e-01   3.5808202e-02
   7.6791340e-01   3.7389875e-02
   7.5452071e-01   3.8951971e-02
   7.4087684e-01   4.0488557e-02
   7.2699525e-01   4.1993302e-02
   7.1288965e-01   4.3459543e-02
   6.9857395e-01   4.4880362e-02
   6.8406228e-01   4.6248690e-02
   6.6936896e-01   4.7557420e-02
   6.5450850e-01   4.8799531e-02
   6.3949555e-01   4.9968222e-02
   6.2434494e-01   5.1057048e-02
   6.0907162e-01   5.2060055e-02
   5.9369066e-01   5.2971906e-02
   5.7821723e-01   5.3788000e-02
   5.6266662e-01   5.4504573e-02
   5.4705416e-01   5.5118783e-02
   5.3139526e-01   5.5628772e-02
   5.1570538e-01   5.6033703e-02
   5.0000000e-01   5.6333777e-02
   4.8429462e-01   5.6530215e-02
   4.6860474e-01   5.6625225e-02
   4.5294584e-01   5.6621935e-02
   4.3733338e-01   5.6524304e-02
   4.2178277e-01   5.6337020e-02
   4.0630934e-01   5.6065371e-02
   3.9092838e-01   5.5715107e-02
   3.7565506e-01   5.5292295e-02
   3.6050445e-01   5.4803159e-02
   3.4549150e-01   5.4253933e-02
   3.3063104e-01   5.3650704e-02
   3.1593772e-01   5.2999273e-02
   3.0142605e-01   5.2305023e-02
   2.8711035e-01   5.1572802e-02
   2.7300475e-01   5.0806828e-02
   2.5912316e-01   5.0010607e-02
   2.4547929e-01   4.9186885e-02
   2.3208660e-01   4.8337607e-02
   2.1895831e-01   4.7463919e-02
   2.0610737e-01   4.6566171e-02
   1.9354647e-01   4.5643960e-02
   1.8128801e-01   4.4696185e-02
   1.6934407e-01   4.3721116e-02
   1.5772645e-01   4.2716485e-02
   1.4644661e-01   4.1679585e-02
   1.3551569e-01   4.0607381e-02
   1.2494447e-01   3.9496622e-02
   1.1474338e-01   3.8343958e-02
   1.0492249e-01   3.7146057e-02
   9.5491503e-02   3.5899718e-02
   8.6459713e-02   3.4601975e-02
   7.7836037e-02   3.3250193e-02
   6.9628986e-02   3.1842162e-02
   6.1846660e-02   3.0376161e-02
   5.4496738e-02   2.8851031e-02
   4.7586474e-02   2.7266213e-02
   4.1122687e-02   2.5621790e-02
   3.5111757e-02   2.3918503e-02
   2.9559616e-02   2.2157762e-02
   2.4471742e-02   2.0341635e-02
   1.9853157e-02   1.8472836e-02
   1.5708419e-02   1.6554696e-02
   1.2041619e-02   1.4591123e-02
   8.8563746e-03   1.2586560e-02
   6.1558297e-03   1.0545931e-02
   3.9426493e-03   8.4745801e-03
   2.2190177e-03   6.3782130e-03
   9.8663579e-04   4.2628249e-03
   2.4671982e-04   2.1346322e-03
   0.0000000e+00   0.0000000e+00
   2.4671982e-04  -1.8733728e-03
   9.8663579e-04  -3.7468017e-03
   2.2190177e-03  -5.6202395e-03
   3.9426493e-03  -7.4934365e-03
   6.1558297e-03  -9.3658481e-03
   8.8563746e-03  -1.1236555e-02
   1.2041619e-02  -1.3104195e-02
   1.5708419e-02  -1.4966914e-02
   1.9853157e-02  -1.6822334e-02
   2.4471742e-02  -1.8667539e-02
   2.9559616e-02  -2.0499086e-02
   3.5111757e-02  -2.2313031e-02
   4.1122687e-02  -2.4104975e-02
   4.7586474e-02  -2.5870128e-02
   5.4496738e-02  -2.7603390e-02
   6.1846660e-02  -2.9299441e-02
   6.9628986e-02  -3.0952837e-02
   7.7836037e-02  -3.2558124e-02
   8.6459713e-02  -3.4109937e-02
   9.5491503e-02  -3.5603112e-02
   1.0492249e-01  -3.7032783e-02
   1.1474338e-01  -3.8394475e-02
   1.2494447e-01  -3.9684186e-02
   1.3551569e-01  -4.0898453e-02
   1.4644661e-01  -4.2034402e-02
   1.5772645e-01  -4.3089784e-02
   1.6934407e-01  -4.4062992e-02
   1.8128801e-01  -4.4953060e-02
   1.9354647e-01  -4.5759642e-02
   2.0610737e-01  -4.6482987e-02
   2.1895831e-01  -4.7123884e-02
   2.3208660e-01  -4.7683609e-02
   2.4547929e-01  -4.8163859e-02
   2.5912316e-01  -4.8566674e-02
   2.7300475e-01  -4.8894365e-02
   2.8711035e-01  -4.9149437e-02
   3.0142605e-01  -4.9334517e-02
   3.1593772e-01  -4.9452279e-02
   3.3063104e-01  -4.9505392e-02
   3.4549150e-01  -4.9496459e-02
   3.6050445e-01  -4.9427981e-02
   3.7565506e-01  -4.9302321e-02
   3.9092838e-01  -4.9121686e-02
   4.0630934e-01  -4.8888122e-02
   4.2178277e-01  -4.8603506e-02
   4.3733338e-01  -4.8269564e-02
   4.5294584e-01  -4.7887885e-02
   4.6860474e-01  -4.7459946e-02
   4.8429462e-01  -4.6987133e-02
   5.0000000e-01  -4.6470778e-02
   5.1570538e-01  -4.5912179e-02
   5.3139526e-01  -4.5312626e-02
   5.4705416e-01  -4.4673425e-02
   5.6266662e-01  -4.3995913e-02
   5.7821723e-01  -4.3281463e-02
   5.9369066e-01  -4.2531490e-02
   6.0907162e-01  -4.1747446e-02
   6.2434494e-01  -4.0930805e-02
   6.3949555e-01  -4.0083052e-02
   6.5450850e-01  -3.9205658e-02
   6.6936896e-01  -3.8300055e-02
   6.8406228e-01  -3.7367612e-02
   6.9857395e-01  -3.6409613e-02
   7.1288965e-01  -3.5427233e-02
   7.2699525e-01  -3.4421524e-02
   7.4087684e-01  -3.3393405e-02
   7.5452071e-01  -3.2343664e-02
   7.6791340e-01  -3.1272967e-02
   7.8104169e-01  -3.0181877e-02
   7.9389263e-01  -2.9070889e-02
   8.0645353e-01  -2.7940474e-02
   8.1871199e-01  -2.6791125e-02
   8.3065593e-01  -2.5623429e-02
   8.4227355e-01  -2.4438129e-02
   8.5355339e-01  -2.3236200e-02
   8.6448431e-01  -2.2018926e-02
   8.7505553e-01  -2.0787977e-02
   8.8525662e-01  -1.9545474e-02
   8.9507751e-01  -1.8294060e-02
   9.0450850e-01  -1.7036950e-02
   9.1354029e-01  -1.5777971e-02
   9.2216396e-01  -1.4521589e-02
   9.3037101e-01  -1.3272912e-02
   9.3815334e-01  -1.2037678e-02
   9.4550326e-01  -1.0822223e-02
   9.5241353e-01  -9.6334208e-03
   9.5887731e-01  -8.4786104e-03
   9.6488824e-01  -7.3655007e-03
   9.7044038e-01  -6.3020569e-03
   9.7552826e-01  -5.2963729e-03
   9.8014684e-01  -4.3565321e-03
   9.8429158e-01  -3.4904600e-03
