1.00000000E+00 0.00000000E+00
9.99753280E-01 5.27581469E-05
9.99013364E-01 1.93877655E-04
9.97780982E-01 5.54414524E-04
9.96057351E-01 9.33065661E-04
9.93844170E-01 1.40494504E-03
9.91143625E-01 2.00705859E-03
9.87958381E-01 2.75249709E-03
9.84291581E-01 3.67861171E-03
9.80146843E-01 4.72367695E-03
9.75528258E-01 5.61075984E-03
9.70440384E-01 6.55113533E-03
9.64888243E-01 7.60747027E-03
9.58877313E-01 8.81238282E-03
9.52413526E-01 1.02051189E-02
9.45503262E-01 1.17153795E-02
9.38153340E-01 1.34499101E-02
9.30371014E-01 1.45692769E-02
9.22163963E-01 1.66248921E-02
9.13540287E-01 1.83257889E-02
9.04508497E-01 1.99100357E-02
8.95077506E-01 2.20413487E-02
8.85256621E-01 2.37717461E-02
8.75055535E-01 2.58792266E-02
8.64484314E-01 2.80431770E-02
8.53553391E-01 3.00449226E-02
8.42273553E-01 3.21232378E-02
8.30655933E-01 3.45051214E-02
8.18711995E-01 3.67801450E-02
8.06453527E-01 3.88092324E-02
7.93892626E-01 4.11360487E-02
7.81041689E-01 4.33011353E-02
7.67913397E-01 4.55229320E-02
7.54520708E-01 4.76986766E-02
7.40876837E-01 5.01715131E-02
7.26995250E-01 5.25746346E-02
7.12889646E-01 5.47080263E-02
6.98573945E-01 5.74816130E-02
6.84062276E-01 5.97599074E-02
6.69368960E-01 6.14273213E-02
6.54508497E-01 6.37733638E-02
6.39495553E-01 6.60368800E-02
6.24344944E-01 6.79453686E-02
6.09071621E-01 6.99456483E-02
5.93690657E-01 7.17203245E-02
5.78217233E-01 7.39081129E-02
5.62666617E-01 7.56614879E-02
5.47054157E-01 7.77781308E-02
5.31395260E-01 7.92514607E-02
5.15705380E-01 8.04681778E-02
5.00000000E-01 8.18539858E-02
4.84294620E-01 8.27406943E-02
4.68604740E-01 8.40823129E-02
4.52945843E-01 8.46771225E-02
4.37333383E-01 8.53216797E-02
4.21782767E-01 8.59809518E-02
4.06309343E-01 8.65785033E-02
3.90928379E-01 8.66784975E-02
3.75655056E-01 8.67165104E-02
3.60504447E-01 8.68602693E-02
3.45491503E-01 8.71372893E-02
3.30631040E-01 8.64444822E-02
3.15937724E-01 8.61191973E-02
3.01426055E-01 8.56828839E-02
2.87110354E-01 8.53005573E-02
2.73004750E-01 8.43504667E-02
2.59123163E-01 8.34849626E-02
2.45479292E-01 8.23684037E-02
2.32086603E-01 8.12385753E-02
2.18958311E-01 7.97076374E-02
2.06107374E-01 7.83451498E-02
1.93546473E-01 7.63322935E-02
1.81288005E-01 7.49033168E-02
1.69344067E-01 7.27346763E-02
1.57726447E-01 7.08049610E-02
1.46446609E-01 6.85816109E-02
1.35515686E-01 6.62623569E-02
1.24944465E-01 6.40698299E-02
1.14743379E-01 6.15394115E-02
1.04922494E-01 5.90194277E-02
9.54915028E-02 5.65925241E-02
8.64597129E-02 5.38937747E-02
7.78360372E-02 5.11279665E-02
6.96289865E-02 4.81483042E-02
6.18466600E-02 4.53084782E-02
5.44967379E-02 4.22695950E-02
4.75864738E-02 3.92656922E-02
4.11226872E-02 3.61845829E-02
3.51117571E-02 3.30547877E-02
2.95596155E-02 2.99887564E-02
2.44717419E-02 2.69217137E-02
1.98531572E-02 2.38869060E-02
1.57084194E-02 2.08665635E-02
1.20416190E-02 1.79287400E-02
8.85637464E-03 1.50411129E-02
6.15582970E-03 1.22212069E-02
3.94264934E-03 9.50820744E-03
2.21901770E-03 6.88932370E-03
9.86635786E-04 4.44051158E-03
2.46719817E-04 2.13435432E-03
0.00000000E+00 -9.85874212E-04
2.46719817E-04 -2.02450668E-03
9.86635786E-04 -4.00104467E-03
2.21901770E-03 -6.00725086E-03
3.94264934E-03 -8.00625142E-03
6.15582970E-03 -9.94664151E-03
8.85637464E-03 -1.18079288E-02
1.20416190E-02 -1.36062875E-02
1.57084194E-02 -1.53175639E-02
1.98531572E-02 -1.69128682E-02
2.44717419E-02 -1.83831658E-02
2.95596155E-02 -1.97390877E-02
3.51117571E-02 -2.09900551E-02
4.11226872E-02 -2.21442282E-02
4.75864738E-02 -2.31606774E-02
5.44967379E-02 -2.41440143E-02
6.18466600E-02 -2.50369031E-02
6.96289865E-02 -2.59089377E-02
7.78360372E-02 -2.67273914E-02
8.64597129E-02 -2.74805482E-02
9.54915028E-02 -2.81050913E-02
1.04922494E-01 -2.86448784E-02
1.14743379E-01 -2.91505605E-02
1.24944465E-01 -2.96024606E-02
1.35515686E-01 -2.99930312E-02
1.46446609E-01 -3.03231925E-02
1.57726447E-01 -3.05718780E-02
1.69344067E-01 -3.09327822E-02
1.81288005E-01 -3.12230848E-02
1.93546473E-01 -3.13680433E-02
2.06107374E-01 -3.15001160E-02
2.18958311E-01 -3.15256789E-02
2.32086603E-01 -3.12315151E-02
2.45479292E-01 -3.12209427E-02
2.59123163E-01 -3.07844114E-02
2.73004750E-01 -3.04893050E-02
2.87110354E-01 -3.02762333E-02
3.01426055E-01 -3.00397668E-02
3.15937724E-01 -2.93691047E-02
3.30631040E-01 -2.88300999E-02
3.45491503E-01 -2.81114001E-02
3.60504447E-01 -2.77248658E-02
3.75655056E-01 -2.69346070E-02
3.90928379E-01 -2.65280381E-02
4.06309343E-01 -2.57485136E-02
4.21782767E-01 -2.50261780E-02
4.37333383E-01 -2.43651140E-02
4.52945843E-01 -2.35866532E-02
4.68604740E-01 -2.29214411E-02
4.84294620E-01 -2.22951490E-02
5.00000000E-01 -2.13035326E-02
5.15705380E-01 -2.04939339E-02
5.31395260E-01 -1.97985005E-02
5.47054157E-01 -1.89718567E-02
5.62666617E-01 -1.80343911E-02
5.78217233E-01 -1.74457952E-02
5.93690657E-01 -1.65101551E-02
6.09071621E-01 -1.57662109E-02
6.24344944E-01 -1.50459893E-02
6.39495553E-01 -1.43741947E-02
6.54508497E-01 -1.36847431E-02
6.69368960E-01 -1.29506066E-02
6.84062276E-01 -1.22613544E-02
6.98573945E-01 -1.15457233E-02
7.12889646E-01 -1.09259970E-02
7.26995250E-01 -1.03675025E-02
7.40876837E-01 -9.70983412E-03
7.54520708E-01 -9.03414562E-03
7.67913397E-01 -8.46260600E-03
7.81041689E-01 -7.81851821E-03
7.93892626E-01 -7.25877238E-03
8.06453527E-01 -6.70087757E-03
8.18711995E-01 -6.12726714E-03
8.30655933E-01 -5.55539504E-03
8.42273553E-01 -5.00315847E-03
8.53553391E-01 -4.33807261E-03
8.64484314E-01 -3.79397906E-03
8.75055535E-01 -3.37928790E-03
8.85256621E-01 -2.93360464E-03
8.95077506E-01 -2.52795243E-03
9.04508497E-01 -2.17217440E-03
9.13540287E-01 -2.03357544E-03
9.22163963E-01 -1.76001375E-03
9.30371014E-01 -1.50589517E-03
9.38153340E-01 -1.04230468E-03
9.45503262E-01 -1.06529007E-03
9.52413526E-01 -8.52295430E-04
9.58877313E-01 -7.47547543E-04
9.64888243E-01 -7.14637514E-04
9.70440384E-01 -6.97299547E-04
9.75528258E-01 -6.24980312E-04
9.80146843E-01 -4.38175630E-04
9.84291581E-01 -2.75102531E-04
9.87958381E-01 -1.01506856E-04
9.91143625E-01 -4.90639359E-05
9.93844170E-01 -4.74700428E-05
9.96057351E-01 -5.25550859E-05
9.97780982E-01 -5.90682139E-05
9.99013364E-01 -2.98395553E-05
9.99753280E-01 4.74293756E-06
1.00000000E+00 0.00000000E+00
